AnioPresupuesto,CodigoIndicador,NombreIndicador,DescripcionIndicador,IndicadorFrecuencia,AñoBasePresupuesto,Avance,Meta,UnidadMedidaTotal,MetodoCalculo,DescripcionPoblacion,CodigoNivelEntidad,NombreEntidad,IdNegocioProyecto,NombreProyectoActividad,
2020,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2020,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2020,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2020,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2022,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2022,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2022,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2022,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2022,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2021,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2021,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2021,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2021,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2020,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2020,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2020,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2022,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2022,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2022,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2022,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2022,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2022,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2022,904,"PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS ASISTIDOS","EL INDICADOR MIDE EL PORCENTAJE DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",ANUAL,2020,2600,2600,UNIDAD PRODUCTIVA,"(NUMERO DE PRODUCTORES PECUARIOS, ACUICOLAS Y APICOLAS QUE RECIBIERON LA ASESORIA ESPECIALIZADA EN RELACION A LO PLANIFICADO",UNIDADES PRODUCTIVAS AGROPECUARIAS CON SUPERFICIES DE 1 A 99 HAS.,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-5,"ASESORAMIENTO EN LOS SECTORES PECUARIOS, APÍCOLA Y ACUÍCOLA",
2021,1029,PORCENTAJE DE LA POBLACION ATENDIDA EN EL DEPARTAMENTO  DE AMAMBAY  EN EL A?O T,CORRESPONDE A LA CANTIDAD DE PERSONAS ATENDIDAS EN EL DEPARTAMENTO  EN RELACION A LA POBLACION DEPARTAMENTAL.,TRIMESTRAL,2018,72773,172170,PERSONAS,NUMERO DE PERSONAS ATENDIDAS EN EL A?O T/POBLACION DEPARTAMENTAL EN EL A?O T *100,PERSONAS ATENDIDAS EN EL DEPARTAMENTO DE AMAMBAY,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-2-2-13,SERV. DE ATEN. INT. A POBLACIÓN DE AMAMBAY,
2020,1029,PORCENTAJE DE LA POBLACION ATENDIDA EN EL DEPARTAMENTO  DE AMAMBAY  EN EL A?O T,CORRESPONDE A LA CANTIDAD DE PERSONAS ATENDIDAS EN EL DEPARTAMENTO  EN RELACION A LA POBLACION DEPARTAMENTAL.,TRIMESTRAL,2018,72773,172170,PERSONAS,NUMERO DE PERSONAS ATENDIDAS EN EL A?O T/POBLACION DEPARTAMENTAL EN EL A?O T *100,PERSONAS ATENDIDAS EN EL DEPARTAMENTO DE AMAMBAY,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-2-2-13,SERV. DE ATEN. INT. A POBLACIÓN DE AMAMBAY,
2020,538,ACREDITACIONES DE ESPECIALIDADES,"CONJUNTO DE PROCESOS EVALUATIVOS A LOS IFCL INSCRIPTOS TANTO DEL AMBITO PRIVADO Y PUBLICO, DE ACUERDO A CRITERIOS O ESTANDARES DE CALIDAD EN TODAS SUS DIMENSIONES, PARA DERTERMINAR SI SE OTORGA LA HABILITACION DE ESPECIALIDADES DE FORMACION LABORAL, ESTABLECIENDO CONDICIONES PARA ACCEDER A LOS PROGRAMAS O BENEFICIOS DEL SINAFOCAL.",ANUAL,2019,0,5,ACREDITACION,(N? DE ESPECIALIDADES ACREDITADAS EN EL A?O T/N? DE ESPECIALIDADES ACREDITADAS PROGRAMADAS EN EL A?O T)X100,ESPECIALIDADES ACREDITADAS DE IFCL.,16-Dec,"Ministerio de Trabajo, Empleo y Seguridad Social",12-16-2-1-2,SUPERVISIÓN DE CURSOS S/ METOD DE ENSEÑANZA E INFRAESTRUCTUR,
2020,753,PORCENTAJE DE INCREMENTO DE CONSTRUCCION DEL HOSPITAL GENERAL DE  CNEL. OVIEDO (20000M2),"LA DIRECCION GENERAL DE ADMINISTRACION Y FINANZAS EN EL MARCO DEL PROYECTO DE LA FUTURA CONSTRUCCION DEL NUEVO HOSPITAL NACIONAL DE CORONEL OVIEDO HA INICIADO EL LLAMADO DEL DISE?O CONSTRUCION  Y  EQUIPAMIENTO INSTAQLACION P UESTA EN FUNCIONAMIENTO Y MANTENIMIENTO DEL HOSPITAL DE CORONEL OVIEDO  ID: 366,710 LA CONTRUCCION  PREVISTA   SON DE 20.000M2  APROXIMADO DE CONSTRUCCION CON EQUIPAMIENTO COMPLETO DE ALTA COMPLEJIDAD CON LOS ESTANDARES INTERNACIONALES ESTABLECIDAS PARA UN NIVEL 4 CUATRO.",TRIMESTRAL,2020,0,0,,METROS CUADRADOS CONSTRUIDOS EN EL A?O T/METROS CUADRADOS PROGRAMADOS A CONTRUIR (20000M2) PARA EL A?O 2021  * 100              ,,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-1-1-4,CONSTRUCCIÓN DEL HOSPITAL NACIONAL  DE CORONEL OVIEDO,
2020,865,% DE COMUNIDADES INDIGENAS ASISTIDAS,SE MEDIRA LA CANTIDAD DE COMUNIDADES ASISTIDAS,MENSUAL,2019,120,153,,(CANTIDAD DE COMUNIDADES ASISTIDAS EN EL A?O T/CANTIDAD DE COMUNIDADES DENTRO DE LA GOBERNACION EN EL A?O T),,22-16,Gobierno Departamental de Boquerón,22-16-1-1-12,SERVICIO DE ASISTENCIA SOCIAL,
2020,988,PORCENTAJE DE LA POBLACION ATENDIDA EN EL HOSPITAL DISTRITAL DE VILLETA EN EL A?O T,CORRESPONDE A LA CANTIDAD DE PERSONAS ATENDIDAS EN RELACION A LA POBLACION DISTRITAL.,TRIMESTRAL,2018,24060,40161,PERSONAS,NUMERO DE PERSONAS ATENDIDAS EN EL A?O T/POBLACION DISTRITAL EN EL A?O T *100,PERSONAS ATENDIDAS EN HOSPITAL DISTRITAL DE VILLETA,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-2-2-19,SERV. DE ATEN. INT. A POBLACIÓN DE VILLETA,
2021,988,PORCENTAJE DE LA POBLACION ATENDIDA EN EL HOSPITAL DISTRITAL DE VILLETA EN EL A?O T,CORRESPONDE A LA CANTIDAD DE PERSONAS ATENDIDAS EN RELACION A LA POBLACION DISTRITAL.,TRIMESTRAL,2018,24060,40161,PERSONAS,NUMERO DE PERSONAS ATENDIDAS EN EL A?O T/POBLACION DISTRITAL EN EL A?O T *100,PERSONAS ATENDIDAS EN HOSPITAL DISTRITAL DE VILLETA,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-2-2-19,SERV. DE ATEN. INT. A POBLACIÓN DE VILLETA,
2021,657,ALUMNOS MATRICULADOS PARA LA FORMACION EN POSGRADO SEGUN DISPONIBILIDAD,"CUANTIFICA LOS ALUMNOS MATRICULADOS EN UN A?O DETERMINADO EN RELACION AL TOTAL DE CUPOS DISPONIBLES Y OFERTADOS PARA ESE MISMO A?O, A FIN DE DETERMINAR LA OCUPACION EFECTIVA DE LOS CUPOS OFERTADOS PARA LA FORMACION DE ESTUDIANTES SEGUN LA CIENCIA ESPECIFICA",ANUAL,2018,1072,1080,,NUMERO DE ALUMNOS MATRICULADOS PARA LA FORMACION EN POSGRADO EN AL A?O T/TOTAL DE CUPOS DISPONIBLES SEGUN CAPACIDAD INSTITUCIONAL PARA LA FORMACION EN POSGRADO EN EL A?O T)*100,,28-2,Universidad Nacional del Este,28-2-1-1-8,FORMACION EN POST-GRADO,
2021,653,ALUMNOS EGRESADOS DE LA CARRERA DE ESPECIALIZACION EN DIDACTICA UNIVERSITARIA EN RELACION A LA COHORTE,EXPRESA LA RELACION ENTRE EL NUMERO DE EGRESADOS DE UNA CARRERA DE POSGRADO Y EL NUMERO TOTAL DE ESTUDIANTES INSCRIPTOS PARA CURSAR LA CARRERA DE POSGRADO EN EL A?O DE INICIO DE LA MISMA,ANUAL,2018,350,580,,NUMERO TOTAL DE ESTUDIANTES QUE HAN EGRESADO DE LA CARRERA DE ESPECIALIZACION EN DIDACTICA UNIVERSITARIA EN EL A?O T/NUMERO TOTAL DE ESTUDIANTES MATRICULADOS EN LA CARRERA DE ESPECIALIZACION EN DIDACTICA UNIVERSITARIA EN EL A?O T-1 )*100),,28-2,Universidad Nacional del Este,28-2-1-1-8,FORMACION EN POST-GRADO,
2020,653,ALUMNOS EGRESADOS DE LA CARRERA DE ESPECIALIZACION EN DIDACTICA UNIVERSITARIA EN RELACION A LA COHORTE,EXPRESA LA RELACION ENTRE EL NUMERO DE EGRESADOS DE UNA CARRERA DE POSGRADO Y EL NUMERO TOTAL DE ESTUDIANTES INSCRIPTOS PARA CURSAR LA CARRERA DE POSGRADO EN EL A?O DE INICIO DE LA MISMA,ANUAL,2018,350,580,,NUMERO TOTAL DE ESTUDIANTES QUE HAN EGRESADO DE LA CARRERA DE ESPECIALIZACION EN DIDACTICA UNIVERSITARIA EN EL A?O T/NUMERO TOTAL DE ESTUDIANTES MATRICULADOS EN LA CARRERA DE ESPECIALIZACION EN DIDACTICA UNIVERSITARIA EN EL A?O T-1 )*100),,28-2,Universidad Nacional del Este,28-2-1-1-8,FORMACION EN POST-GRADO,
2020,657,ALUMNOS MATRICULADOS PARA LA FORMACION EN POSGRADO SEGUN DISPONIBILIDAD,"CUANTIFICA LOS ALUMNOS MATRICULADOS EN UN A?O DETERMINADO EN RELACION AL TOTAL DE CUPOS DISPONIBLES Y OFERTADOS PARA ESE MISMO A?O, A FIN DE DETERMINAR LA OCUPACION EFECTIVA DE LOS CUPOS OFERTADOS PARA LA FORMACION DE ESTUDIANTES SEGUN LA CIENCIA ESPECIFICA",ANUAL,2018,1072,1080,,NUMERO DE ALUMNOS MATRICULADOS PARA LA FORMACION EN POSGRADO EN AL A?O T/TOTAL DE CUPOS DISPONIBLES SEGUN CAPACIDAD INSTITUCIONAL PARA LA FORMACION EN POSGRADO EN EL A?O T)*100,,28-2,Universidad Nacional del Este,28-2-1-1-8,FORMACION EN POST-GRADO,
