CODIGO_UNIDAD_COMPRA,UNIDAD_COMPRA,CODIGO_PROCESO,ID_ADJUDICACION,ID_OFERTA,ID_EVALUACION_OFERTA,CODIGO_CONTRATO,RPE,RAZON_SOCIAL,OBJETO_CONTRATO,CARATULA,ESTADO_ADJUDICACION,ESTADO_CONTRATO,FECHA_ADJUDICACION,FECHA_CONFIRMACION_ADJUDICACION,FECHA_APROBACION,FECHA_NOTIFICACION_PROVEEDOR,FECHA_FIRMA_CONTRATO,FECHA_INICIO_CONTRATO,FECHA_FIN_CONTRATO,FECHA_INICIO_ENTREGA,FECHA_FIN_ENTREGA,MONEDA,VALOR_CONTRATADO,METODO_PAGO,PLAZO_PAGO_FACTURA,FECHA_ULTIMA_MODIFICACION,URL_CONTRATO,ESTADO_PROCESO,CODIGO_MODALIDAD,MODALIDAD,TIPO_EXCEPCION,URL,RAZON_SOCIAL_RPE,NUMERO_DOCUMENTO,TIPO_DOCUMENTO,GENERO,TIPO_PERSONA,FORMA_JURIDICA,ES_MIPYME,CERTIFICACION_MICM,CLASIFICACION_EMPRESARIAL,CLASIFICACION_EMPRESARIAL_2,MUNICIPIO,PROVINCIA,REGION,MACROREGION,PAIS,CLASIFICACION_RPE,DETALLE_EXCEPCION,CONTRATO_MIPYME,FECHA_ACTUALIZACION
226,Ministerio de Agricultura,AGRICULTURA-MAE-PEEN-2022-0001,DO1.AWD.1282229,DO1.RPL.3248930,DO1.RANL.1253060,AGRICULTURA-2022-00741,97396,"Mindu X, SRL",Servicios,ROTURACION DE TIERRA EN LABORES DE CORTE Y CRUCE.,Confirmada y enviada,Activo,36:21.3,20:53.3,null,49:17.2,48:26.9,00:00.0,00:00.0,00:00.0,00:00.0,DOP,11151000,Transferencia,120 días,49:16.8,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1470543&AwardContractDetailId=420533,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1145224,"Mindu X, SRL",132330872,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,No,No,No clasificada,Empresa no acogida a la Ley 187-17,SANTO DOMINGO OESTE,SANTO DOMINGO,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,No clasificada,emergencia,False,25:11.6
226,Ministerio de Agricultura,AGRICULTURA-MAE-PEEN-2022-0001,DO1.AWD.1282229,DO1.RPL.3303932,DO1.RANL.1276230,AGRICULTURA-2022-00738,95127,"Wokoma-Terry Services Corp, SRL",Servicios,PREPARACION  DE TIERRA EN CORTE Y CRUCE.,Confirmada y enviada,Activo,36:21.3,20:53.3,null,15:14.7,15:09.4,00:00.0,00:00.0,00:00.0,00:00.0,DOP,7434000,Transferencia,120 días,54:03.4,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1470542&AwardContractDetailId=420530,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1145224,"Wokoma-Terry Services Corp, SRL",132283678,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,No,No,No clasificada,Empresa no acogida a la Ley 187-17,null,No Especificada,No Especificada,No Especificada,null,No clasificada,emergencia,False,25:11.6
209,Comisión Presidencial Apoyo Desarrollo Provincial,DESARROLLO PROVINCIA-MAE-PEEN-2022-0001,DO1.AWD.1250815,DO1.RPL.3195487,DO1.RANL.1231289,DESARROLLO PROVINCIA-2022-00040,92222,"Ferretería & Pinturas Larimar, SRL",Bienes,Adquisición de materiales para ser utilizado en la reparación de viviendas afectadas por el huracán Fiona,Confirmada y enviada,Activo,37:40.5,59:41.5,null,59:14.3,59:34.7,00:00.0,00:00.0,00:00.0,00:00.0,DOP,62185761,Transferencia,90 días,29:07.0,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1432627&AwardContractDetailId=388625,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1136258,"Ferretería & Pinturas Larimar, SRL",131764071,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,No,No,No clasificada,Empresa no acogida a la Ley 187-17,SANTO DOMINGO NORTE,SANTO DOMINGO,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,No clasificada,emergencia,False,25:11.6
209,Comisión Presidencial Apoyo Desarrollo Provincial,DESARROLLO PROVINCIA-MAE-PEEN-2022-0001,DO1.AWD.1250815,DO1.RPL.3202017,DO1.RANL.1232918,DESARROLLO PROVINCIA-2022-00041,67348,"Suplidora Rosalian, SRL",Bienes,Adquisición de materiales para ser utilizado en la reparación de viviendas afectadas por el huracán Fiona,Confirmada y enviada,Activo,37:40.5,59:41.5,null,37:47.1,48:04.2,00:00.0,00:00.0,00:00.0,00:00.0,DOP,62178365,Transferencia,90 días,27:31.4,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1432628&AwardContractDetailId=388626,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1136258,"Suplidora Rosalian, SRL",131557082,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,Si,Si,Mediana Empresa,MIPYME Certificada,null,No Especificada,No Especificada,No Especificada,null,Mediana empresa,emergencia,True,25:11.6
209,Comisión Presidencial Apoyo Desarrollo Provincial,DESARROLLO PROVINCIA-MAE-PEEN-2022-0001,DO1.AWD.1250815,DO1.RPL.3194303,DO1.RANL.1231134,DESARROLLO PROVINCIA-2022-00042,1734,"Empresas Integradas, SAS",Bienes,Adquisición de materiales para ser utilizado en la reparación de viviendas afectadas por el huracán Fiona,Confirmada y enviada,Activo,37:40.5,59:41.5,null,59:09.6,59:51.8,00:00.0,00:00.0,00:00.0,00:00.0,DOP,18309559,Transferencia,90 días,32:34.3,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1432727&AwardContractDetailId=388627,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1136258,"Empresas Integradas, SAS",101517085,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,No,No,No clasificada,Empresa no acogida a la Ley 187-17,SANTO DOMINGO ESTE,SANTO DOMINGO,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,No clasificada,emergencia,False,25:11.6
209,Comisión Presidencial Apoyo Desarrollo Provincial,DESARROLLO PROVINCIA-MAE-PEEN-2022-0001,DO1.AWD.1250815,DO1.RPL.3195513,DO1.RANL.1231230,DESARROLLO PROVINCIA-2022-00043,10625,"Supligensa, SRL",Bienes,Adquisición de materiales para ser utilizado en la reparación de viviendas afectadas por el huracán Fiona,Confirmada y enviada,Activo,37:40.5,59:41.5,null,26:36.5,23:06.0,00:00.0,00:00.0,00:00.0,00:00.0,DOP,1118608,Transferencia,90 días,26:30.0,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1432728&AwardContractDetailId=388628,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1136258,"Supligensa, SRL",130560552,RNC,Femenino,Persona Jurídica,Sociedades Comerciales,Si,Si,Mediana Empresa,MIPYME Certificada,DISTRITO NACIONAL,DISTRITO NACIONAL,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,Mediana empresa,emergencia,True,25:11.6
209,Comisión Presidencial Apoyo Desarrollo Provincial,DESARROLLO PROVINCIA-MAE-PEEN-2022-0003,DO1.AWD.1264706,DO1.RPL.3245007,DO1.RANL.1252017,DESARROLLO PROVINCIA-2022-00051,66696,"Importadora Elionor, SRL",Bienes,Adquisición de Materiales para la Construcción y Reconstrucciones de las Viviendas Afectadas por el Huracán Fiona,Confirmada y enviada,Activo,57:43.6,54:59.1,null,43:08.4,43:07.1,00:00.0,00:00.0,00:00.0,00:00.0,DOP,26998644,Transferencia,60 días,43:31.5,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1450214&AwardContractDetailId=395761,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1145461,"Importadora Elionor, SRL",131544185,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,Si,Si,Pequeña Empresa,MIPYME Certificada,SANTO DOMINGO OESTE,SANTO DOMINGO,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,Pequeña empresa,emergencia,True,25:11.6
209,Comisión Presidencial Apoyo Desarrollo Provincial,DESARROLLO PROVINCIA-MAE-PEEN-2022-0003,DO1.AWD.1264706,DO1.RPL.3245004,DO1.RANL.1251188,DESARROLLO PROVINCIA-2022-00050,32420,"Progescon, SRL",Bienes,Adquisición de Materiales para la Construcción y Reconstrucciones de las Viviendas Afectadas por el Huracán Fiona,Confirmada y enviada,Activo,57:43.6,54:59.1,null,02:02.1,02:01.9,00:00.0,00:00.0,00:00.0,00:00.0,DOP,40485800,Transferencia,60 días,19:31.7,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1450213&AwardContractDetailId=395760,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1145461,"Progescon, SRL",130997782,RNC,Femenino,Persona Jurídica,Sociedades Comerciales,Si,Si,Pequeña Empresa,MIPYME Certificada,SANTO DOMINGO ESTE,SANTO DOMINGO,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,MIPYME Mujer - Pequeña empresa,emergencia,True,25:11.6
209,Comisión Presidencial Apoyo Desarrollo Provincial,DESARROLLO PROVINCIA-MAE-PEEN-2022-0003,DO1.AWD.1264706,DO1.RPL.3245002,DO1.RANL.1251187,DESARROLLO PROVINCIA-2022-00052,29097,Grupo R SRL,Bienes,Adquisición de Materiales para la Construcción y Reconstrucciones de las Viviendas Afectadas por el Huracán Fiona,Confirmada y enviada,Activo,57:43.6,54:59.1,null,23:35.7,23:35.5,00:00.0,00:00.0,00:00.0,00:00.0,DOP,4368004,Transferencia,60 días,24:12.3,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1450215&AwardContractDetailId=395762,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1145461,Grupo R SRL,130004595,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,No,No,Gran empresa,Gran empresa,SANTIAGO DE LOS CABALLEROS,SANTIAGO,CIBAO NORTE,NORTE,REPÚBLICA DOMINICANA,Gran empresa,emergencia,False,25:11.6
209,Comisión Presidencial Apoyo Desarrollo Provincial,DESARROLLO PROVINCIA-MAE-PEEN-2022-0003,DO1.AWD.1264706,DO1.RPL.3239521,DO1.RANL.1250813,DESARROLLO PROVINCIA-2022-00053,10625,"Supligensa, SRL",Bienes,Adquisición de Materiales para la Construcción y Reconstrucciones de las Viviendas Afectadas por el Huracán Fiona,Confirmada y enviada,Activo,57:43.6,54:59.1,null,28:14.1,28:37.4,00:00.0,00:00.0,00:00.0,00:00.0,DOP,1717006,Transferencia,60 días,44:09.9,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1450218&AwardContractDetailId=395763,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1145461,"Supligensa, SRL",130560552,RNC,Femenino,Persona Jurídica,Sociedades Comerciales,Si,Si,Mediana Empresa,MIPYME Certificada,DISTRITO NACIONAL,DISTRITO NACIONAL,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,Mediana empresa,emergencia,True,25:11.6
209,Comisión Presidencial Apoyo Desarrollo Provincial,DESARROLLO PROVINCIA-MAE-PEEN-2022-0002,DO1.AWD.1267919,DO1.RPL.3245413,DO1.RANL.1254847,DESARROLLO PROVINCIA-2022-00055,37337,"Constructora Vargsang, SRL",Obras,"RECONSTRUCCIÓN Y REPARACION DE INFRAESTRUCTURAS VIALES, DEPORTIVAS, COMUNITARIAS Y VIVIENDAS AFECTADAS POR EL HURACAN FIONA",Confirmada y enviada,Activo,01:29.9,55:27.0,null,48:44.4,48:43.1,00:00.0,00:00.0,00:00.0,00:00.0,DOP,64800552,Transferencia,60 días,51:27.3,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1454119&AwardContractDetailId=397455,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1145031,"Constructora Vargsang, SRL",130921997,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,No,No,No clasificada,Empresa no acogida a la Ley 187-17,null,No Especificada,No Especificada,No Especificada,null,No clasificada,emergencia,False,25:11.6
209,Comisión Presidencial Apoyo Desarrollo Provincial,DESARROLLO PROVINCIA-MAE-PEEN-2022-0002,DO1.AWD.1267919,DO1.RPL.3245415,DO1.RANL.1254867,DESARROLLO PROVINCIA-2022-00058,99300,"ENCOG Construction, SRL",Obras,"RECONSTRUCCIÓN Y REPARACION DE INFRAESTRUCTURAS VIALES, DEPORTIVAS, COMUNITARIAS Y VIVIENDAS AFECTADAS POR EL HURACAN FIONA",Confirmada y enviada,Activo,01:29.9,55:27.0,null,17:39.7,17:39.5,00:00.0,00:00.0,00:00.0,00:00.0,DOP,64394951,Transferencia,60 días,18:43.3,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1454121&AwardContractDetailId=397458,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1145031,"ENCOG Construction, SRL",132235029,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,No,No,No clasificada,Empresa no acogida a la Ley 187-17,DISTRITO NACIONAL,DISTRITO NACIONAL,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,No clasificada,emergencia,False,25:11.6
209,Comisión Presidencial Apoyo Desarrollo Provincial,DESARROLLO PROVINCIA-MAE-PEEN-2022-0002,DO1.AWD.1267919,DO1.RPL.3248377,DO1.RANL.1255811,DESARROLLO PROVINCIA-2022-00054,101120,"SPORTCAM, SRL",Obras,"RECONSTRUCCIÓN Y REPARACION DE INFRAESTRUCTURAS VIALES, DEPORTIVAS, COMUNITARIAS Y VIVIENDAS AFECTADAS POR EL HURACAN FIONA",Confirmada y enviada,Activo,01:29.9,55:27.0,null,21:17.6,21:16.9,00:00.0,00:00.0,00:00.0,00:00.0,DOP,69178009,Transferencia,60 días,22:14.2,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1454118&AwardContractDetailId=397454,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1145031,"SPORTCAM, SRL",132434651,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,No,No,No clasificada,Empresa no acogida a la Ley 187-17,null,No Especificada,No Especificada,No Especificada,null,No clasificada,emergencia,False,25:11.6
209,Comisión Presidencial Apoyo Desarrollo Provincial,DESARROLLO PROVINCIA-MAE-PEEN-2022-0002,DO1.AWD.1267919,DO1.RPL.3243399,DO1.RANL.1254854,DESARROLLO PROVINCIA-2022-00056,7954,"J López Constructora, SRL",Obras,"RECONSTRUCCIÓN Y REPARACION DE INFRAESTRUCTURAS VIALES, DEPORTIVAS, COMUNITARIAS Y VIVIENDAS AFECTADAS POR EL HURACAN FIONA",Confirmada y enviada,Activo,01:29.9,55:27.0,null,00:33.4,00:32.6,00:00.0,00:00.0,00:00.0,00:00.0,DOP,38785767,Transferencia,60 días,01:43.6,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1454120&AwardContractDetailId=397456,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1145031,"J López Constructora, SRL",130363331,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,No,No,No clasificada,Empresa no acogida a la Ley 187-17,DISTRITO NACIONAL,DISTRITO NACIONAL,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,No clasificada,emergencia,False,25:11.6
209,Comisión Presidencial Apoyo Desarrollo Provincial,DESARROLLO PROVINCIA-MAE-PEEN-2022-0002,DO1.AWD.1267919,DO1.RPL.3239370,DO1.RANL.1250383,DESARROLLO PROVINCIA-2022-00061,63959,"Intermediación & Negocios Marte Ramirez, SRL",Obras,"RECONSTRUCCIÓN Y REPARACION DE INFRAESTRUCTURAS VIALES, DEPORTIVAS, COMUNITARIAS Y VIVIENDAS AFECTADAS POR EL HURACAN FIONA",Confirmada y enviada,Activo,01:29.9,55:27.0,null,02:14.7,03:45.0,00:00.0,00:00.0,00:00.0,00:00.0,DOP,48232261,Transferencia,60 días,49:58.1,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1454125&AwardContractDetailId=397461,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1145031,"Intermediación & Negocios Marte Ramirez, SRL",131483102,RNC,Femenino,Persona Jurídica,Sociedades Comerciales,Si,Si,Pequeña Empresa,MIPYME Certificada,null,No Especificada,No Especificada,No Especificada,null,MIPYME Mujer - Pequeña empresa,emergencia,True,25:11.6
209,Comisión Presidencial Apoyo Desarrollo Provincial,DESARROLLO PROVINCIA-MAE-PEEN-2022-0002,DO1.AWD.1267919,DO1.RPL.3245417,DO1.RANL.1254887,DESARROLLO PROVINCIA-2022-00060,103514,"Constim Building, SRL",Obras,"RECONSTRUCCIÓN Y REPARACION DE INFRAESTRUCTURAS VIALES, DEPORTIVAS, COMUNITARIAS Y VIVIENDAS AFECTADAS POR EL HURACAN FIONA",Confirmada y enviada,Activo,01:29.9,55:27.0,null,01:22.8,01:22.5,00:00.0,00:00.0,00:00.0,00:00.0,DOP,75825296,Transferencia,60 días,12:35.4,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1454321&AwardContractDetailId=397460,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1145031,"Constim Building, SRL",132521811,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,Si,Si,Micro Empresa,MIPYME Certificada,null,No Especificada,No Especificada,No Especificada,null,Micro empresa,emergencia,True,25:11.6
209,Comisión Presidencial Apoyo Desarrollo Provincial,DESARROLLO PROVINCIA-MAE-PEEN-2022-0002,DO1.AWD.1267919,DO1.RPL.3245427,DO1.RANL.1255727,DESARROLLO PROVINCIA-2022-00067,39938,"Construmagna, SRL",Obras,"RECONSTRUCCIÓN Y REPARACION DE INFRAESTRUCTURAS VIALES, DEPORTIVAS, COMUNITARIAS Y VIVIENDAS AFECTADAS POR EL HURACAN FIONA",Confirmada y enviada,Activo,01:29.9,55:27.0,null,44:32.1,44:31.3,00:00.0,00:00.0,00:00.0,00:00.0,DOP,44982070,Transferencia,60 días,46:10.0,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1454325&AwardContractDetailId=397467,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1145031,"Construmagna, SRL",131092918,RNC,Femenino,Persona Jurídica,Sociedades Comerciales,Si,Si,Pequeña Empresa,MIPYME Certificada,SANTO DOMINGO ESTE,SANTO DOMINGO,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,Pequeña empresa,emergencia,True,25:11.6
209,Comisión Presidencial Apoyo Desarrollo Provincial,DESARROLLO PROVINCIA-MAE-PEEN-2022-0002,DO1.AWD.1267919,DO1.RPL.3244317,DO1.RANL.1255802,DESARROLLO PROVINCIA-2022-00059,103294,"Seven Caves Chain, SA",Obras,"RECONSTRUCCIÓN Y REPARACION DE INFRAESTRUCTURAS VIALES, DEPORTIVAS, COMUNITARIAS Y VIVIENDAS AFECTADAS POR EL HURACAN FIONA",Confirmada y enviada,Activo,01:29.9,55:27.0,null,23:57.2,25:43.6,00:00.0,00:00.0,00:00.0,00:00.0,DOP,68656491,Transferencia,60 días,35:48.8,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1454320&AwardContractDetailId=397459,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1145031,"Seven Caves Chain, SA",130864561,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,No,No,No clasificada,Empresa no acogida a la Ley 187-17,DISTRITO NACIONAL,DISTRITO NACIONAL,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,No clasificada,emergencia,False,25:11.6
209,Comisión Presidencial Apoyo Desarrollo Provincial,DESARROLLO PROVINCIA-MAE-PEEN-2022-0002,DO1.AWD.1267919,DO1.RPL.3244499,DO1.RANL.1255808,DESARROLLO PROVINCIA-2022-00068,26261,"Construcciones & Servicios AT & JM, SRL",Obras,"RECONSTRUCCIÓN Y REPARACION DE INFRAESTRUCTURAS VIALES, DEPORTIVAS, COMUNITARIAS Y VIVIENDAS AFECTADAS POR EL HURACAN FIONA",Confirmada y enviada,Activo,01:29.9,55:27.0,null,31:20.6,31:20.1,00:00.0,00:00.0,00:00.0,00:00.0,DOP,90911249,Transferencia,60 días,33:22.0,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1454326&AwardContractDetailId=397468,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1145031,"Construcciones & Servicios AT & JM, SRL",130544591,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,Si,Si,Mediana Empresa,MIPYME Certificada,DISTRITO NACIONAL,DISTRITO NACIONAL,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,Mediana empresa,emergencia,True,25:11.6
209,Comisión Presidencial Apoyo Desarrollo Provincial,DESARROLLO PROVINCIA-MAE-PEEN-2022-0002,DO1.AWD.1267919,DO1.RPL.3244642,DO1.RANL.1255729,DESARROLLO PROVINCIA-2022-00069,31125,"Codime, EIRL",Obras,"RECONSTRUCCIÓN Y REPARACION DE INFRAESTRUCTURAS VIALES, DEPORTIVAS, COMUNITARIAS Y VIVIENDAS AFECTADAS POR EL HURACAN FIONA",Confirmada y enviada,Activo,01:29.9,55:27.0,null,04:01.4,04:01.2,00:00.0,00:00.0,00:00.0,00:00.0,DOP,89964035,Transferencia,60 días,04:47.4,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1454328&AwardContractDetailId=397469,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1145031,"Codime, EIRL",130710198,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,Si,Si,Pequeña Empresa,MIPYME Certificada,DISTRITO NACIONAL,DISTRITO NACIONAL,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,Pequeña empresa,emergencia,True,25:11.6
209,Comisión Presidencial Apoyo Desarrollo Provincial,DESARROLLO PROVINCIA-MAE-PEEN-2022-0002,DO1.AWD.1267919,DO1.RPL.3244205,DO1.RANL.1254858,DESARROLLO PROVINCIA-2022-00057,90453,"AGEP Soluciones de Ingeniería, SRL",Obras,"RECONSTRUCCIÓN Y REPARACION DE INFRAESTRUCTURAS VIALES, DEPORTIVAS, COMUNITARIAS Y VIVIENDAS AFECTADAS POR EL HURACAN FIONA",Confirmada y enviada,Activo,01:29.9,55:27.0,null,10:29.1,10:27.9,00:00.0,00:00.0,00:00.0,00:00.0,DOP,58077000,Transferencia,60 días,11:28.7,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1454434&AwardContractDetailId=397457,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1145031,"AGEP Soluciones de Ingeniería, SRL",131842941,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,Si,Si,Micro Empresa,MIPYME Certificada,SANTO DOMINGO ESTE,SANTO DOMINGO,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,Micro empresa,emergencia,True,25:11.6
209,Comisión Presidencial Apoyo Desarrollo Provincial,DESARROLLO PROVINCIA-MAE-PEEN-2022-0002,DO1.AWD.1267919,DO1.RPL.3244072,DO1.RANL.1255804,DESARROLLO PROVINCIA-2022-00064,35019,"Eximia Group, SRL",Obras,"RECONSTRUCCIÓN Y REPARACION DE INFRAESTRUCTURAS VIALES, DEPORTIVAS, COMUNITARIAS Y VIVIENDAS AFECTADAS POR EL HURACAN FIONA",Confirmada y enviada,Activo,01:29.9,55:27.0,null,30:11.0,30:10.7,00:00.0,00:00.0,00:00.0,00:00.0,DOP,39600004,Transferencia,60 días,30:59.2,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1454444&AwardContractDetailId=397464,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1145031,"Eximia Group, SRL",130879923,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,No,No,No clasificada,Empresa no acogida a la Ley 187-17,DISTRITO NACIONAL,DISTRITO NACIONAL,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,No clasificada,emergencia,False,25:11.6
